"Post ID",Title,URL,Categories,"Category URLs","Published Date",Status
1,"Hello world!",https://www.zeiterfassung-fdm.de/hello-world/,Uncategorized,https://www.zeiterfassung-fdm.de/category/uncategorized/,"2024-12-22 10:29:39",Publish
8,"Digitale Mitarbeiter Zeiterfassung",https://www.zeiterfassung-fdm.de/,,,"2024-12-22 12:57:07",Publish
13,Kontakt,https://www.zeiterfassung-fdm.de/contact/,,,"2024-12-22 12:58:30",Publish
16,"Zeiterfassung mit Fingerabdruck-alt",https://www.zeiterfassung-fdm.de/?page_id=16,,,"2024-12-22 13:01:04",Draft
19,Referenzen-Zeiterfassungssystem,https://www.zeiterfassung-fdm.de/referenzen-zeiterfassungsysteme/,,,"2024-12-22 13:04:07",Publish
22,Preise,https://www.zeiterfassung-fdm.de/preise-mitarbeiter-zeiterfassung/,,,"2024-12-22 13:04:41",Publish
24,"Über uns &#8211; Zeiterfassung für den Mittelstand &#8211; ZFDM",https://www.zeiterfassung-fdm.de/zeiterfassung-fur-den-mittelstand/,,,"2024-12-22 13:05:12",Publish
165,"pop up",https://www.zeiterfassung-fdm.de/pop-up/,,,"2025-05-17 11:04:56",Publish
181,"Zeiterfassungssystem mit Chip-alt",https://www.zeiterfassung-fdm.de/?page_id=181,,,"2025-01-12 14:10:02",Draft
183,"Zeiterfassungssystem mit Gesichtserkennung-alt",https://www.zeiterfassung-fdm.de/?page_id=183,,,"2025-01-12 14:15:12",Draft
234,"Preise für Zeiterfassung mit Chip",https://www.zeiterfassung-fdm.de/zeiterfassung-mit-chip-preise-ohne-abo-kosten/,,,"2025-01-24 03:44:25",Publish
238,"Preise für Zeiterfassung mit Gesichtserkennung",https://www.zeiterfassung-fdm.de/preise-fur-zeiterfassung-mit-gesichtserkennung/,,,"2025-01-24 03:45:10",Publish
285,"Step-by-Step instruction with chip",https://www.zeiterfassung-fdm.de/step-by-step-instruction-with-chip/,,,"2025-02-06 14:28:26",Publish
287,"Step-by-Step instruction  with facial Recognition",https://www.zeiterfassung-fdm.de/step-by-step-instruction-with-facial-recognition/,,,"2025-02-06 14:30:40",Publish
289,"Step-by-Step instruction with fingerprint",https://www.zeiterfassung-fdm.de/step-by-step-instruction-with-fingerprint/,,,"2025-02-06 14:32:27",Publish
291,"Schritt-für-Schritt-Anleitung mit Gesichtserkennung",https://www.zeiterfassung-fdm.de/?page_id=291,,,"2025-02-06 14:35:12",Draft
293,"Schritt-für-Schritt-Anleitung mit Chip",https://www.zeiterfassung-fdm.de/?page_id=293,,,"2025-02-06 14:36:15",Draft
295,"Schritt-für-Schritt-Anleitung mit Fingerabdruck",https://www.zeiterfassung-fdm.de/?page_id=295,,,"2025-02-06 14:36:59",Draft
352,"Zeiterfassung im Kindergarten",https://www.zeiterfassung-fdm.de/zeiterfassung-im-kindergarten/,,,"2025-02-20 15:26:08",Publish
386,"Arbeitszeiterfassung für Kleinbetriebe",https://www.zeiterfassung-fdm.de/arbeitszeiterfassung-fur-kleinbetriebe/,,,"2025-02-27 13:30:22",Publish
410,"Kundenstimme von Dr. med. B. Gehlmann-Menke",https://www.zeiterfassung-fdm.de/elementor-410/,Uncategorized,https://www.zeiterfassung-fdm.de/category/uncategorized/,"2025-02-28 15:29:13",Publish
480,"Ms. Bernatz (Accounting and Controlling)",https://www.zeiterfassung-fdm.de/ms-bernatz-accounting-and-controlling/,"References, Sole Proprietorship","https://www.zeiterfassung-fdm.de/category/blog/in/references/, https://www.zeiterfassung-fdm.de/category/blog/in/references/proprietorship/","2025-02-28 20:15:57",Publish
500,"Blog Rund um das Thema Zeiterfassung von ZfdM",https://www.zeiterfassung-fdm.de/blog-rund-um-das-thema-zeiterfassung-von-zfdm/,,,"2025-03-04 09:35:39",Publish
643,"Preise für Zeiterfassung mit Fingerabdruck",https://www.zeiterfassung-fdm.de/preise-fur-zeiterfassung-mit-fingerabdruck/,,,"2025-03-07 09:26:08",Publish
692,Impressum,https://www.zeiterfassung-fdm.de/impressum/,,,"2025-03-11 09:22:46",Publish
716,Datenschutz,https://www.zeiterfassung-fdm.de/datenschutz/,,,"2025-03-11 10:03:52",Publish
724,privacy-policy,https://www.zeiterfassung-fdm.de/privacy-policy/,,,"2025-03-11 10:27:51",Publish
729,"AGB Günstige Zeiterfassung für Kleinbetriebe",https://www.zeiterfassung-fdm.de/agb-gunstige-zeiterfassung-fur-kleinbetriebe/,,,"2025-03-11 10:32:08",Publish
807,"Affordable, simple and web-based time recording for medium-sized businesses",https://www.zeiterfassung-fdm.de/affordable-simple-and-web-based-time-recording-for-medium-sized-businesses/,"Blog, in","https://www.zeiterfassung-fdm.de/category/blog/, https://www.zeiterfassung-fdm.de/category/blog/in/","2025-04-06 13:27:11",Publish
847,"Mobile and affordable employee time recording with Wi-Fi",https://www.zeiterfassung-fdm.de/mobile-and-affordable-employee-time-recording-with-wi-fi/,"Blog, in","https://www.zeiterfassung-fdm.de/category/blog/, https://www.zeiterfassung-fdm.de/category/blog/in/","2025-04-06 14:22:01",Publish
868,"Employee time recording for your company",https://www.zeiterfassung-fdm.de/employee-time-recording-for-your-company/,"Blog, in","https://www.zeiterfassung-fdm.de/category/blog/, https://www.zeiterfassung-fdm.de/category/blog/in/","2025-04-06 14:36:46",Publish
878,"Employee time tracking without monthly costs",https://www.zeiterfassung-fdm.de/employee-time-tracking-without-monthly-costs/,"Blog, in","https://www.zeiterfassung-fdm.de/category/blog/, https://www.zeiterfassung-fdm.de/category/blog/in/","2025-04-06 14:44:42",Publish
892,"Employee time tracking &#8211; the key to business success",https://www.zeiterfassung-fdm.de/employee-time-tracking-the-key-to-business-success/,"Blog, in","https://www.zeiterfassung-fdm.de/category/blog/, https://www.zeiterfassung-fdm.de/category/blog/in/","2025-04-06 14:57:55",Publish
901,"Is time recording now mandatory for small businesses?",https://www.zeiterfassung-fdm.de/is-time-recording-now-mandatory-for-small-businesses/,"Blog, in","https://www.zeiterfassung-fdm.de/category/blog/, https://www.zeiterfassung-fdm.de/category/blog/in/","2025-04-06 15:03:20",Publish
917,"Employee time recording system with no monthly costs",https://www.zeiterfassung-fdm.de/employee-time-recording-system-with-no-monthly-costs/,"Blog, in","https://www.zeiterfassung-fdm.de/category/blog/, https://www.zeiterfassung-fdm.de/category/blog/in/","2025-04-07 14:05:29",Publish
956,"How much does a time recording system cost for small businesses?",https://www.zeiterfassung-fdm.de/how-much-does-a-time-recording-system-cost-for-small-businesses/,"Blog, in","https://www.zeiterfassung-fdm.de/category/blog/, https://www.zeiterfassung-fdm.de/category/blog/in/","2025-04-07 16:45:22",Publish
970,"Time recording with Excel or digital time recording",https://www.zeiterfassung-fdm.de/time-recording-with-excel-or-digital-time-recording/,"Blog, in","https://www.zeiterfassung-fdm.de/category/blog/, https://www.zeiterfassung-fdm.de/category/blog/in/","2025-04-07 17:09:21",Publish
983,"Do you already use a time recording system in your small business?",https://www.zeiterfassung-fdm.de/do-you-already-use-a-time-recording-system-in-your-small-business/,"Blog, in","https://www.zeiterfassung-fdm.de/category/blog/, https://www.zeiterfassung-fdm.de/category/blog/in/","2025-04-07 17:17:12",Publish
997,,https://www.zeiterfassung-fdm.de/time-recording-system-guide-working-time-recording-for-small-and-medium-sized-businesses/,"Blog, in","https://www.zeiterfassung-fdm.de/category/blog/, https://www.zeiterfassung-fdm.de/category/blog/in/","2025-04-07 17:35:29",Publish
1107,kontakt,https://www.zeiterfassung-fdm.de/kontakt/,,,"2025-04-14 10:39:10",Publish
1257,"Fragebogen Zeiterfassung ZFDM",https://www.zeiterfassung-fdm.de/fragebogen-zeiterfassung-zfdm/,,,"2025-04-17 15:50:02",Publish
1294,"Elementor Page #1294",https://www.zeiterfassung-fdm.de/?page_id=1294,,,"2025-04-21 11:10:25",Draft
1343,"Ist Arbeitszeiterfassung Pflicht in Deutschland?​​",https://www.zeiterfassung-fdm.de/arbeitszeiterfassung-pflicht-in-deutschland/,"Blog, de","https://www.zeiterfassung-fdm.de/category/blog/, https://www.zeiterfassung-fdm.de/category/blog/de/","2025-05-21 10:35:00",Publish
2020,,https://www.zeiterfassung-fdm.de/?post_type=rm_content_editor&#038;p=2020,,,"2025-06-04 16:27:51",Draft
2250,"Step-by-Step instruction with facial Recognition",https://www.zeiterfassung-fdm.de/in/step-by-step-instruction-with-facial-recognition/,,,"2025-05-18 17:10:54",Publish
2251,"Step-by-Step instruction with chip",https://www.zeiterfassung-fdm.de/in/step-by-step-instruction-with-chip/,,,"2025-05-18 17:11:12",Publish
2252,"Step-by-Step instruction with fingerprint",https://www.zeiterfassung-fdm.de/in/step-by-step-instruction-with-fingerprint/,,,"2025-05-18 17:11:32",Publish
2253,"About Us",https://www.zeiterfassung-fdm.de/in/about-us/,,,"2025-05-18 17:12:36",Publish
2254,"Video tutorial",https://www.zeiterfassung-fdm.de/in/video-tutorial/,,,"2025-05-18 17:29:08",Publish
2255,"Time recording in kindergarten",https://www.zeiterfassung-fdm.de/in/time-recording-in-kindergarten/,,,"2025-05-18 17:29:44",Publish
2256,"Time recording for small businesses",https://www.zeiterfassung-fdm.de/in/time-recording-for-small-businesses/,,,"2025-05-18 17:30:40",Publish
2257,"Time recording with fingerprint",https://www.zeiterfassung-fdm.de/in/time-recording-with-fingerprint/,,,"2025-05-18 17:31:56",Publish
2258,"Time recording system with chip",https://www.zeiterfassung-fdm.de/in/time-recording-system-with-chip/,,,"2025-05-18 17:32:34",Publish
2259,"Time recording system with facial recognition",https://www.zeiterfassung-fdm.de/in/time-recording-system-with-facial-recognition/,,,"2025-05-18 17:33:02",Publish
2260,"Terms & Conditions",https://www.zeiterfassung-fdm.de/in/terms-and-conditions/,,,"2025-05-17 08:54:18",Publish
2261,Blog,https://www.zeiterfassung-fdm.de/in/blog-2/,,,"2025-05-17 08:56:45",Publish
2262,"Data Protection",https://www.zeiterfassung-fdm.de/in/data-protection/,,,"2025-05-17 09:01:36",Publish
2263,"Elementor Page #1294",https://www.zeiterfassung-fdm.de/?page_id=2263,,,"2025-05-17 08:12:26",Draft
2264,Questionnaire,https://www.zeiterfassung-fdm.de/in/questionnaire/,,,"2025-05-17 09:01:25",Publish
2265,Home,https://www.zeiterfassung-fdm.de/in/home-2/,,,"2025-05-17 09:01:15",Publish
2267,"Home &#8211; Copy",https://www.zeiterfassung-fdm.de/?page_id=2267,,,"2025-05-17 08:12:26",Draft
2268,Imprint,https://www.zeiterfassung-fdm.de/in/imprint/,,,"2025-05-17 09:02:24",Publish
2270,Contact,https://www.zeiterfassung-fdm.de/in/contact-us/,,,"2025-05-17 09:03:37",Publish
2271,"pop up",https://www.zeiterfassung-fdm.de/?page_id=2271,,,"2025-05-17 08:12:27",Draft
2272,Prices,https://www.zeiterfassung-fdm.de/in/prices-2/,,,"2025-05-17 11:05:46",Publish
2273,"Prices for fingerprint time recording systems",https://www.zeiterfassung-fdm.de/in/prices-for-fingerprint-time-recording-systems-2/,,,"2025-05-18 17:34:33",Publish
2274,"Prices for time tracking with facial recognition",https://www.zeiterfassung-fdm.de/in/prices-for-time-tracking-with-facial-recognition/,,,"2025-05-18 16:16:38",Publish
2275,"Prices for time recording systems with chip",https://www.zeiterfassung-fdm.de/in/prices-for-time-recording-systems-with-chip/,,,"2025-05-18 16:17:25",Publish
2276,"Privacy Policy",https://www.zeiterfassung-fdm.de/privacy-policy-2/,,,"2025-05-18 16:26:16",Publish
2277,References,https://www.zeiterfassung-fdm.de/in/references-2/,,,"2025-05-18 16:27:16",Publish
2278,"Schritt-für-Schritt-Anleitung mit Chip",https://www.zeiterfassung-fdm.de/?page_id=2278,,,"2025-05-17 08:15:46",Draft
2279,"Step-by-step instructions with fingerprint",https://www.zeiterfassung-fdm.de/in/step-by-step-instructions-with-fingerprint/,,,"2025-05-18 17:09:09",Publish
2280,"Step-by-step instructions with facial recognition",https://www.zeiterfassung-fdm.de/in/step-by-step-instructions-with-facial-recognition/,,,"2025-05-18 17:10:16",Publish
2288,in,https://www.zeiterfassung-fdm.de/in/,,,"2025-05-17 08:55:44",Publish
2434,"Elektronische Zeiterfassungssysteme",https://www.zeiterfassung-fdm.de/elektronische-zeiterfassungssysteme/,"Blog, de","https://www.zeiterfassung-fdm.de/category/blog/, https://www.zeiterfassung-fdm.de/category/blog/de/","2025-05-20 09:01:38",Publish
2435,"Digitale Zeiterfassung für kleine Betriebe",https://www.zeiterfassung-fdm.de/digitale-zeiterfassung-fur-kleine-betriebe/,"Blog, de","https://www.zeiterfassung-fdm.de/category/blog/, https://www.zeiterfassung-fdm.de/category/blog/de/","2025-05-20 09:01:24",Publish
2436,"7 Gründe, warum Zeiterfassung mit Excel keine gute Idee ist",https://www.zeiterfassung-fdm.de/7-grunde-gegen-zeiterfassung-mit-excel/,"Blog, de","https://www.zeiterfassung-fdm.de/category/blog/, https://www.zeiterfassung-fdm.de/category/blog/de/","2025-05-20 09:01:08",Publish
2438,"Zeiterfassung ohne monatliche Kosten",https://www.zeiterfassung-fdm.de/zeiterfassung-ohne-monatliche-kosten/,"Blog, de","https://www.zeiterfassung-fdm.de/category/blog/, https://www.zeiterfassung-fdm.de/category/blog/de/","2025-05-20 09:00:53",Publish
2440,"Effiziente Zeiterfassung",https://www.zeiterfassung-fdm.de/effiziente-zeiterfassung-fur-unternehmen/,"Blog, de","https://www.zeiterfassung-fdm.de/category/blog/, https://www.zeiterfassung-fdm.de/category/blog/de/","2025-05-20 08:59:32",Publish
2441,"Mitarbeiter Zeiterfassung ohne monatlichen Kosten",https://www.zeiterfassung-fdm.de/digitale-stechuhr-ohne-monatliche-kosten/,"Blog, de","https://www.zeiterfassung-fdm.de/category/blog/, https://www.zeiterfassung-fdm.de/category/blog/de/","2025-05-20 08:58:45",Publish
2442,"Personal Zeiterfassung für Ihren Betrieb",https://www.zeiterfassung-fdm.de/personal-zeiterfassung-fur-ihren-betrieb/,"Blog, de","https://www.zeiterfassung-fdm.de/category/blog/, https://www.zeiterfassung-fdm.de/category/blog/de/","2025-05-20 08:59:00",Publish
2443,"Mobile Zeiterfassung für unterwegs vor Ort",https://www.zeiterfassung-fdm.de/mobile-zeiterfassung-fur-unterwegs-vor-ort/,"Blog, de","https://www.zeiterfassung-fdm.de/category/blog/, https://www.zeiterfassung-fdm.de/category/blog/de/","2025-05-20 08:58:16",Publish
2444,"Webbasierte Zeiterfassung für den Mittelstand",https://www.zeiterfassung-fdm.de/webbasierte-zeiterfassung-fur-den-mittelstand/,"Blog, de","https://www.zeiterfassung-fdm.de/category/blog/, https://www.zeiterfassung-fdm.de/category/blog/de/","2025-05-20 08:58:27",Publish
2445,"Frau Bernatz (Buchhaltung und Controlling)",https://www.zeiterfassung-fdm.de/?p=2445,"de, Einzelunternehmen, Referenzen","https://www.zeiterfassung-fdm.de/category/blog/de/, https://www.zeiterfassung-fdm.de/category/referenzen/einzelunternehmen/, https://www.zeiterfassung-fdm.de/category/referenzen/","2025-05-25 12:43:31",Draft
2446,"Dr. med. B. Gehlmann-Menke",https://www.zeiterfassung-fdm.de/?p=2446,"Ärzte, de, Referenzen","https://www.zeiterfassung-fdm.de/category/referenzen/arzte/, https://www.zeiterfassung-fdm.de/category/blog/de/, https://www.zeiterfassung-fdm.de/category/referenzen/","2025-05-25 12:43:51",Draft
2448,de,https://www.zeiterfassung-fdm.de/?page_id=2448,,,"2025-05-19 18:09:06",Draft
3121,"Videos Zeiterfassung für kleine Unternehmen",https://www.zeiterfassung-fdm.de/videos-zeiterfassung-fur-kleine-unternehmen/,,,"2025-05-23 11:29:44",Publish
3129,"Häufig gestellte Fragen &#8211; Digitale Zeiterfassungssysteme",https://www.zeiterfassung-fdm.de/faqs-digitale-zeiterfassungssysteme/,,,"2025-05-23 11:31:25",Publish
3340,"7 Vorteile Digitale Zeiterfassung für Kleinbetriebe",https://www.zeiterfassung-fdm.de/7-vorteile-digitale-zeiterfassung/,"Blog, de","https://www.zeiterfassung-fdm.de/category/blog/, https://www.zeiterfassung-fdm.de/category/blog/de/","2025-05-26 10:04:05",Publish
3473,"Was kostet digitale Zeiterfassung für Kleinbetriebe?",https://www.zeiterfassung-fdm.de/digitale-zeiterfassung-fuer-kleinbetriebe/,"Blog, de","https://www.zeiterfassung-fdm.de/category/blog/, https://www.zeiterfassung-fdm.de/category/blog/de/","2025-05-26 13:47:14",Publish
3543,"Zeiterfassung mit Chip &#8211; Zeiterfassungssysteme &#8211; Günstig und webbasiert.",https://www.zeiterfassung-fdm.de/zeiterfassungssystem-mit-chip/,,,"2025-05-27 08:03:57",Publish
3894,"Zeiterfassungssystem mit Fingerabdruck",https://www.zeiterfassung-fdm.de/zeiterfassungssystem-mit-fingerabdruck/,,,"2025-05-28 20:26:26",Publish
3944,"Zeiterfassungssystem mit Gesichtserkennung",https://www.zeiterfassung-fdm.de/zeiterfassungssystem-mit-gesichtserkennung/,,,"2025-05-29 09:36:18",Publish
3998,"Zeiterfassung für Speditionen &#8211; Kundenreferenz GRAEFF Spedition",https://www.zeiterfassung-fdm.de/zeiterfassung-fur-speditionen/,Referenzen,https://www.zeiterfassung-fdm.de/category/referenzen/,"2025-05-29 16:46:38",Publish
4039,"Kundenstimme zu unserem digitalen Zeiterfassungssystem in der Artzpraxis von Dr. Kulmbach​",https://www.zeiterfassung-fdm.de/kundenrezension-digitale-zeiterfassung-augenarzt-dr-kulmbach/,Uncategorized,https://www.zeiterfassung-fdm.de/category/uncategorized/,"2025-05-30 11:26:10",Publish
4048,"Kundenrezension von Hirsch Line Lochblechdesign",https://www.zeiterfassung-fdm.de/?p=4048,Referenzen,https://www.zeiterfassung-fdm.de/category/referenzen/,"2025-05-30 11:59:30",Draft
4058,"Mobile Zeiterfassung Handwerk",https://www.zeiterfassung-fdm.de/mobile-zeiterfassung-handwerk-digital/,Referenzen,https://www.zeiterfassung-fdm.de/category/referenzen/,"2025-05-30 12:36:36",Publish
4073,"Zeiterfassung für Schulen",https://www.zeiterfassung-fdm.de/digitale-zeiterfassung-fur-schulen/,Referenzen,https://www.zeiterfassung-fdm.de/category/referenzen/,"2025-05-30 12:50:49",Publish
4082,"Digitale Zeiterfassung für die Arztpraxis",https://www.zeiterfassung-fdm.de/digitale-zeiterfassung-fur-die-arztpraxis/,Referenzen,https://www.zeiterfassung-fdm.de/category/referenzen/,"2025-05-31 12:53:29",Publish
4102,"Digitale Zeiterfassung für Cafés",https://www.zeiterfassung-fdm.de/digitale-zeiterfassung-fur-cafes/,Referenzen,https://www.zeiterfassung-fdm.de/category/referenzen/,"2025-05-31 13:14:26",Publish
4104,"Digitale Zeiterfassung für Hotels",https://www.zeiterfassung-fdm.de/digitale-zeiterfassung-fuer-hotels/,Referenzen,https://www.zeiterfassung-fdm.de/category/referenzen/,"2025-05-31 13:15:15",Publish
4320,"Elementor Floating Element #4320",https://www.zeiterfassung-fdm.de/?post_type=e-floating-buttons&#038;p=4320,,,"2025-06-04 15:44:12",Draft
4329,"Elementor Floating Element #4329",https://www.zeiterfassung-fdm.de/?post_type=e-floating-buttons&#038;p=4329,,,"2025-06-04 16:27:41",Draft
6391,"Cookie Policy (EU)",https://www.zeiterfassung-fdm.de/cookie-policy-eu/,,,"2025-07-19 12:09:32",Publish
6420,"Alle Zusatzfunktionen unserer Geräte",https://www.zeiterfassung-fdm.de/module-intern/,,,"2025-07-30 16:34:13",Publish
6657,"Kundenstimme zu unserer digitalen Mitarbeiter Zeiterfassung in der Zahnarztpraxis Nadjar",https://www.zeiterfassung-fdm.de/kundenstimme-zu-unserer-digitalen-mitarbeiter-zeiterfassung-in-der-zahnarztpraxis-nadjar/,,,"2025-09-10 13:30:49",Publish
7024,"Automatisch gespeicherter Entwurf",https://www.zeiterfassung-fdm.de/?p=7024,,,"2025-12-04 12:57:45",Auto-draft
